100
33 105
31 72
5 14 16
8 1 16
16 28 7
20 3 7
10 30 7
29 4 7
13 27 7
25 19 7
29 10 7
21 20 10
5 10 7
10 22 7
22 21 7
5 26 26
28 29 7
4 19 7
23 25 7
12 15 7
21 14 7
31 24 7
24 27 7
17 16 16
30 14 16
12 13 10
17 31 15
6 15 16
7 29 7
16 7 7
24 23 7
3 21 7
23 29 7
18 21 7
8 1 16
22 20 7
4 14 16
7 5 7
8 18 16
4 19 7
13 17 7
16 25 7
24 10 7
19 4 7
28 2 7
20 29 7
19 14 7
2 14 16
27 19 7
26 20 7
20 11 7
11 31 11
8 10 7
2 17 15
7 28 7
28 21 10
3 29 7
6 28 7
11 15 15
26 30 16
18 7 7
7 15 7
20 27 7
5 11 16
30 13 7
2 25 7
24 29 24
22 30 16
7 16 7
16 28 7
6 13 7
29 12 7
22 21 7
16 5 16
10 52
9 6 6
9 7 7
7 8 7
10 4 10
3 7 5
5 6 5
9 6 6
2 3 5
6 4 10
7 2 5
9 2 5
6 9 6
5 8 5
2 1 5
4 9 10
9 1 1
5 4 10
10 7 10
4 9 10
10 2 10
9 7 7
9 8 7
4 1 10
3 7 5
4 2 10
1 2 5
3 7 5
3 1 5
8 6 7
7 3 5
10 1 10
8 1 1
6 1 1
8 5 5
5 7 5
8 6 7
4 9 10
6 4 10
2 5 5
6 4 10
2 5 5
7 10 10
10 8 10
3 1 5
9 1 1
9 10 10
4 8 10
6 3 5
3 10 10
3 10 10
8 5 5
10 2 10
37 48
17 30 12
28 18 23
1 27 22
29 4 37
2 22 22
3 26 11
19 23 23
32 22 22
12 17 12
27 31 22
17 35 11
11 33 22
17 15 22
24 28 22
11 25 22
21 12 12
5 31 22
5 33 22
29 19 11
14 11 22
1 31 22
28 5 23
17 2 11
1 11 22
19 1 22
23 32 22
13 9 22
10 25 22
24 20 22
4 16 22
31 35 22
9 7 9
8 26 22
21 23 11
19 15 22
3 17 11
26 10 22
9 19 11
8 34 22
8 16 8
37 16 22
29 11 11
21 5 11
23 17 11
19 14 22
6 33 22
11 33 22
24 14 14
39 71
32 27 27
26 4 27
37 22 37
35 29 27
36 24 27
15 11 27
30 4 27
26 30 32
26 14 32
18 30 27
16 28 27
31 28 27
1 32 27
26 35 34
10 29 27
31 10 27
35 1 27
35 4 27
37 16 27
34 6 27
4 8 27
14 24 34
4 12 27
8 19 39
11 37 27
17 30 27
4 29 17
17 13 27
16 27 27
27 30 27
34 28 27
34 8 27
10 20 27
27 13 27
33 8 27
11 10 27
32 20 27
35 12 27
7 30 27
34 10 27
37 11 27
36 13 27
24 25 27
2 30 27
5 28 27
27 5 27
10 9 27
17 5 17
6 11 27
22 25 27
31 6 6
27 14 1
16 32 27
6 26 27
28 16 27
2 33 17
9 15 27
31 3 27
9 7 27
20 5 5
1 11 27
25 22 27
21 35 27
25 33 21
19 12 12
31 26 27
27 17 27
35 22 27
17 31 17
27 19 27
17 33 17
5 15
1 5 5
3 4 4
3 1 5
3 1 2
3 2 2
2 4 4
1 3 5
3 1 5
3 4 1
3 5 5
5 3 5
4 3 4
3 4 4
2 5 5
3 2 2
49 53
2 35 25
7 8 25
27 39 42
19 1 20
40 3 19
7 3 25
12 16 39
3 16 25
44 9 39
41 6 20
38 19 20
46 22 42
49 1 20
31 22 27
39 19 20
19 27 42
34 11 42
41 6 20
28 12 20
15 23 25
24 19 25
1 42 42
49 37 42
32 25 42
5 30 27
5 38 42
5 15 42
30 29 42
11 16 38
13 37 42
33 30 42
28 24 25
22 4 27
11 43 27
40 29 40
20 44 20
42 3 42
10 1 23
35 40 25
27 45 27
4 21 42
16 47 39
15 39 25
29 28 20
49 20 20
9 47 39
8 13 25
45 40 42
21 49 20
49 21 20
29 12 20
1 47 20
30 12 42
17 47
17 14 17
17 5 17
6 1 17
14 17 17
6 5 17
17 16 17
16 8 9
3 4 17
17 14 17
11 7 17
3 7 17
16 5 17
6 10 17
8 1 17
10 8 15
8 1 17
15 11 17
13 17 17
3 14 17
2 3 17
6 1 17
12 2 17
15 8 17
15 6 17
16 15 17
2 9 17
11 7 17
15 8 17
7 11 17
16 14 14
2 13 2
17 10 17
8 2 13
5 4 17
14 10 17
17 13 17
3 16 17
12 17 17
2 8 17
15 12 17
8 4 17
8 9 9
8 5 17
1 14 17
3 1 17
13 9 17
11 4 4
9 36
8 7 1
8 1 1
9 7 1
5 9 1
7 6 6
6 1 1
2 1 1
6 2 1
6 2 1
5 8 1
5 3 5
3 8 1
1 3 1
5 8 1
8 4 1
1 3 1
7 3 5
6 7 6
8 1 1
8 3 1
3 8 1
3 6 5
1 3 1
9 4 1
2 6 1
4 9 1
7 1 1
7 2 1
3 6 5
3 5 5
3 1 1
4 6 5
2 3 1
2 9 9
5 3 5
4 6 5
59 67
14 49 24
53 38 56
8 41 51
3 19 24
55 24 24
31 45 13
24 41 51
20 46 56
55 29 56
39 43 17
13 5 56
4 8 24
41 59 51
28 29 56
3 53 23
27 17 56
20 7 24
55 16 24
35 21 56
2 41 24
21 35 56
1 58 51
36 18 24
41 21 24
53 59 23
20 21 25
42 28 56
9 40 24
33 22 18
29 52 35
44 39 56
34 30 23
2 37 24
51 44 56
56 19 56
25 49 57
15 30 24
7 5 56
14 16 24
42 1 56
49 17 56
8 58 51
5 46 56
11 41 24
42 5 18
48 46 56
29 48 56
53 36 24
7 59 24
1 26 56
40 28 24
17 31 56
57 29 56
2 44 56
6 5 56
14 50 56
49 36 24
15 19 24
16 48 44
11 59 24
40 17 56
54 11 24
58 10 56
27 6 56
48 41 24
6 38 56
43 12 56
8 37
5 3 4
1 7 4
1 2 2
7 3 4
2 5 2
7 1 4
6 1 2
7 8 4
6 4 2
2 6 2
7 1 4
1 6 2
8 5 4
3 5 4
8 3 3
6 4 2
4 8 4
6 3 8
4 2 2
6 3 2
4 2 2
6 8 2
7 4 4
5 8 4
1 5 4
4 6 2
8 3 3
3 2 7
8 2 2
6 5 2
3 8 3
4 1 4
3 4 4
6 3 2
7 3 4
5 6 2
7 1 4
20 119
17 10 6
1 16 17
4 8 18
11 14 14
19 10 18
12 16 17
12 20 17
18 15 18
3 20 17
10 11 18
19 17 18
4 1 18
6 7 18
15 13 7
8 14 18
7 12 17
19 10 18
12 5 17
7 8 17
13 12 13
2 16 18
18 14 18
9 18 18
19 20 18
6 7 18
16 2 18
12 16 17
8 7 17
7 18 18
16 4 18
3 6 18
20 6 18
19 13 18
8 1 17
5 9 18
10 7 17
1 18 18
10 16 17
2 9 18
17 2 18
9 4 18
9 20 18
12 20 17
11 8 18
13 2 18
12 15 18
6 16 18
4 9 18
4 14 14
6 20 18
15 7 18
17 15 18
3 1 17
20 8 17
1 15 18
17 10 17
6 19 19
18 15 18
5 17 17
5 13 17
6 16 18
13 5 17
15 16 18
3 19 18
16 1 17
6 5 18
20 3 17
11 18 18
13 6 18
20 5 17
12 17 17
16 1 17
20 17 11
19 7 18
4 6 14
12 15 18
10 18 18
11 18 18
4 11 4
2 4 14
5 10 17
12 11 18
11 16 18
1 12 17
20 8 17
19 11 14
8 19 18
19 4 14
5 6 6
15 4 14
16 10 17
16 7 17
7 8 17
8 18 18
3 13 17
10 13 10
2 3 18
3 1 17
9 3 18
10 7 17
5 20 17
1 11 18
2 3 18
17 12 17
19 3 18
9 12 18
15 3 18
6 9 18
5 9 18
10 6 18
18 13 18
2 11 14
15 20 18
9 5 18
4 14 14
1 18 18
17 12 5
19 13 18
10 4 18
13 67
5 3 8
9 3 8
2 10 8
7 10 10
2 12 8
9 5 11
10 13 8
4 11 8
11 7 11
8 5 11
6 3 8
5 7 8
8 3 8
3 10 1
4 6 8
9 10 8
13 5 8
6 8 1
5 7 8
3 10 1
2 1 8
3 12 12
8 1 8
8 5 8
5 12 8
6 13 8
13 9 8
8 10 4
3 8 8
13 1 8
10 1 1
6 10 8
12 7 1
13 7 8
8 9 8
11 13 8
11 1 1
10 9 8
2 4 8
2 1 8
3 8 8
5 6 8
3 2 8
1 5 11
1 12 1
7 13 8
6 12 1
8 1 8
5 8 8
3 10 1
4 3 8
1 2 8
6 10 8
2 9 2
2 13 8
7 12 1
11 8 8
6 10 8
9 2 2
6 8 8
11 1 1
13 3 8
2 7 12
1 12 1
13 7 8
10 2 8
3 11 1
6 100
3 6 3
5 4 6
3 5 3
3 1 3
1 4 4
3 2 3
2 5 2
3 2 3
5 6 6
6 2 6
1 3 3
5 2 2
2 4 6
6 5 6
3 2 3
5 1 6
6 5 6
6 1 6
6 3 3
5 4 6
6 5 6
2 1 6
6 5 6
4 6 6
5 2 2
4 3 3
1 2 6
5 4 6
5 2 2
1 2 6
6 1 6
5 6 6
1 5 6
4 3 3
1 2 6
4 6 6
6 5 6
3 2 3
1 5 6
5 3 3
4 2 6
3 4 3
1 6 6
2 1 6
2 1 6
3 1 3
5 3 3
1 5 6
1 2 6
1 3 3
3 2 3
3 4 3
5 1 6
1 4 4
4 5 6
3 1 3
1 2 6
3 4 3
4 2 6
5 4 6
2 4 6
5 3 3
5 4 6
3 6 3
6 3 3
5 2 2
5 2 2
5 1 6
3 1 3
6 3 3
5 3 3
2 6 6
1 2 6
4 1 4
1 5 6
3 5 3
1 3 3
5 3 3
6 5 6
4 2 6
3 4 3
3 1 3
2 5 2
5 2 2
2 1 6
3 2 3
5 6 6
1 2 6
6 1 6
1 3 3
1 4 4
2 3 3
4 6 6
3 2 3
4 3 3
1 5 6
4 2 6
5 2 2
1 3 3
3 6 3
47 72
32 16 2
28 39 2
2 45 2
42 5 26
13 42 26
6 31 26
11 42 26
8 3 17
47 20 26
16 11 26
15 39 8
41 23 26
25 32 26
12 20 34
3 23 26
17 2 26
47 10 26
4 22 26
18 35 26
34 16 2
7 25 26
45 43 2
47 25 42
1 21 26
13 27 13
36 19 6
29 31 26
32 11 26
23 12 26
29 41 2
6 30 40
39 29 8
15 5 26
28 32 2
26 43 26
37 11 26
25 12 26
16 1 35
38 9 43
38 40 2
36 22 2
38 35 26
24 37 26
7 17 15
25 23 33
16 25 28
29 3 2
32 21 26
16 45 2
2 37 2
31 3 11
3 6 2
45 13 26
33 15 34
34 35 26
16 47 26
4 28 26
44 41 2
26 14 26
35 41 26
6 28 2
35 28 26
14 39 2
44 21 21
9 15 34
44 12 26
19 46 2
43 11 26
3 21 45
38 42 34
16 45 2
2 26 26
60 120
5 14 14
23 11 14
56 26 14
17 48 14
20 36 14
59 34 14
50 11 50
44 29 14
52 56 14
52 23 14
51 56 14
12 10 1
47 5 14
16 41 1
43 28 14
3 35 7
47 32 4
7 5 14
55 25 14
19 4 4
31 2 45
18 36 14
3 31 14
3 38 7
30 6 7
20 39 14
60 38 4
17 6 14
1 7 14
52 5 14
41 27 1
28 52 14
12 8 53
16 31 53
53 11 14
18 20 1
41 29 14
38 19 4
7 21 14
34 11 7
30 23 14
21 35 14
27 19 14
3 22 7
46 20 14
24 29 14
26 44 14
26 53 14
16 54 14
5 58 14
10 26 14
18 60 14
34 7 7
15 29 14
17 53 53
42 52 14
45 19 14
31 35 14
54 21 14
13 34 14
6 10 14
21 58 14
38 52 7
48 54 7
30 54 7
43 40 7
30 40 7
55 56 1
24 2 1
12 27 53
50 23 14
43 5 14
31 20 1
10 44 14
30 2 14
40 58 7
52 47 7
27 2 53
53 49 14
31 51 14
55 24 1
54 27 14
16 4 14
16 8 53
26 20 14
54 22 7
50 16 14
32 19 4
3 55 14
37 32 14
58 25 4
51 19 14
45 6 14
5 31 14
34 48 7
18 24 1
43 13 14
57 41 14
12 30 14
17 25 14
58 60 4
48 41 14
56 2 1
34 60 4
58 13 14
32 41 14
28 10 1
47 31 14
21 47 14
44 31 14
29 22 14
27 54 14
5 11 14
5 24 14
16 42 53
24 45 1
29 6 14
35 59 14
45 47 14
60 30 4
50 22
31 43 43
31 1 43
11 36 16
25 22 16
19 4 19
28 39 16
13 29 43
45 6 6
27 47 43
22 6 6
50 4 43
30 15 43
24 16 16
1 22 43
8 26 16
46 17 16
15 17 15
24 22 27
43 3 33
9 35 16
26 41 43
50 22 6
57 10
43 1 2
33 5 16
6 27 2
5 2 2
38 26 16
57 34 24
48 22 2
53 50 2
34 9 2
23 39 2
22 63
1 12 12
16 10 12
6 18 12
19 6 19
16 8 16
20 1 20
4 3 12
1 10 1
4 3 12
20 13 20
2 9 20
22 9 20
14 12 12
20 3 12
21 16 12
19 14 12
13 1 20
22 14 12
16 12 12
1 19 20
11 12 12
18 13 19
18 2 19
9 18 20
11 6 12
10 15 20
1 3 12
20 18 20
6 8 12
7 3 12
7 12 12
19 4 20
22 7 20
5 21 12
4 2 20
18 21 20
14 7 12
13 9 20
7 14 12
18 5 12
17 22 20
22 7 20
6 10 20
21 6 20
17 13 20
18 17 20
8 17 12
20 3 12
15 13 19
13 6 19
5 22 12
20 12 12
2 18 19
4 20 20
16 5 12
18 17 20
9 4 9
22 13 20
5 8 12
21 6 20
18 3 12
8 15 12
15 1 20
60 120
1 15 17
30 35 14
37 56 14
35 36 45
8 11 14
22 3 14
55 23 14
50 9 53
5 21 22
43 17 14
41 5 14
48 8 14
40 4 45
9 2 14
7 53 14
28 9 14
44 25 14
55 6 14
21 7 39
43 38 39
52 16 14
41 45 45
35 58 45
12 40 45
6 26 14
4 29 14
27 11 14
56 13 14
33 39 14
49 30 14
52 14 14
7 56 30
1 19 14
40 5 14
49 51 17
15 25 14
58 24 45
5 42 14
35 22 14
3 36 14
51 26 14
17 37 14
7 30 30
20 21 14
33 55 14
43 52 14
18 11 14
45 39 14
47 20 14
54 51 14
5 31 14
18 4 14
10 54 14
39 11 39
33 10 45
48 55 48
18 29 17
60 47 14
48 20 14
23 51 14
4 33 45
38 46 14
46 50 14
13 34 14
24 36 47
33 7 14
28 1 14
15 50 14
20 5 14
17 59 14
37 60 14
54 58 14
43 30 39
40 34 14
20 45 14
39 33 14
26 14 14
31 3 14
38 56 38
50 38 14
27 29 27
56 53 14
26 43 39
58 54 14
8 56 14
12 26 14
21 44 14
13 50 14
57 51 14
41 39 14
4 16 14
2 10 45
23 25 14
26 5 39
6 28 14
41 60 14
54 23 14
29 59 14
58 32 14
58 54 14
48 17 14
4 8 45
27 53 14
33 19 14
6 55 14
28 45 14
13 25 14
9 14 14
44 10 45
27 24 14
35 12 45
25 44 14
47 19 14
34 40 14
21 55 57
16 9 14
41 23 41
57 17 14
13 28 14
38 6 14
24 12
6 15 23
23 4 23
8 3 23
17 10 17
5 2 12
10 12 12
9 20 20
3 4 23
5 12 12
18 20 12
20 12 12
7 11 23
37 38
12 22 5
33 5 5
7 6 12
1 7 34
15 8 15
36 10 34
17 3 5
8 23 5
34 14 34
24 5 5
26 12 12
15 2 5
5 32 5
31 14 34
34 21 34
31 33 34
28 9 27
22 10 5
7 6 12
8 31 5
18 30 12
29 21 29
36 18 18
11 22 5
31 16 12
19 8 5
2 16 12
26 3 5
31 27 27
37 22 5
9 24 27
28 1 34
25 23 12
7 23 34
4 7 34
27 4 34
3 1 5
16 23 12
13 84
10 5 7
1 7 7
12 1 10
1 10 6
7 4 7
6 2 7
8 1 8
6 12 10
9 12 10
6 7 7
6 3 3
8 13 7
2 13 7
6 9 3
12 9 10
2 7 7
13 5 7
4 7 7
8 9 11
13 12 7
11 9 9
6 13 7
13 12 7
4 5 7
4 1 11
8 9 11
4 12 10
12 1 10
7 2 7
2 7 7
5 7 7
7 5 7
5 2 7
10 1 10
2 1 7
7 5 7
8 7 7
7 12 7
4 10 10
9 2 7
12 6 10
11 4 11
13 12 7
6 12 10
2 3 7
9 7 7
7 8 7
4 3 3
5 9 7
3 13 7
11 2 7
8 7 7
10 4 10
5 9 7
13 2 7
7 8 7
9 10 3
13 9 7
3 7 7
2 3 7
7 9 7
7 11 7
3 6 3
5 13 7
8 5 9
11 4 11
2 12 7
2 1 7
6 12 10
5 6 7
9 7 7
4 2 7
4 6 3
2 6 7
10 13 7
11 6 11
9 10 8
5 8 7
9 1 11
3 6 3
12 7 7
8 9 11
2 3 7
4 8 11
7 4
7 3 5
4 1 2
6 3 6
6 4 5
4 2
2 1 2
1 4 3
11 78
1 2 8
5 7 8
2 6 2
3 9 8
3 9 8
5 7 8
3 7 8
10 9 9
7 5 8
8 7 8
5 9 8
9 6 6
11 9 8
11 2 8
9 6 6
7 4 8
5 6 8
1 2 8
2 10 2
3 1 8
11 3 4
6 9 6
3 5 8
10 6 6
7 1 8
11 1 8
8 10 8
7 10 6
4 5 8
9 11 8
1 4 8
9 7 6
1 2 8
11 8 8
4 10 8
1 10 8
1 8 8
10 7 6
5 1 1
5 7 8
9 1 8
6 8 8
5 10 8
11 1 8
7 11 8
2 3 8
2 4 8
8 1 8
10 9 9
6 10 6
2 6 2
6 8 8
9 11 8
1 5 1
2 9 2
8 3 8
6 1 8
11 5 8
8 7 8
6 7 6
7 9 6
2 7 2
10 9 9
3 7 8
5 10 8
7 3 8
7 4 8
1 2 8
7 10 6
1 4 1
7 8 8
4 10 8
2 5 8
4 2 8
4 3 4
11 10 8
8 5 8
7 6 6
19 19
16 13 16
11 10 19
10 13 19
10 17 17
14 11 17
11 1 17
16 15 17
6 8 17
19 12 17
4 6 17
10 9 17
10 4 4
15 10 19
7 10 17
18 12 12
11 7 17
5 4 17
2 1 7
14 18 17
32 100
1 26 5
28 14 6
32 7 5
3 4 5
19 9 22
29 16 5
27 8 5
6 12 22
32 18 5
29 5 5
12 15 5
32 9 5
8 9 5
30 9 22
32 24 5
12 29 5
22 19 25
24 14 6
21 4 5
12 24 5
4 32 5
24 23 6
19 22 22
3 24 6
17 27 17
32 20 5
12 21 29
24 16 5
19 21 22
5 15 13
18 8 5
7 24 22
11 25 3
27 5 5
15 2 5
1 5 5
26 21 5
7 5 5
4 2 5
7 20 22
26 12 18
30 21 22
6 28 6
16 17 5
1 22 31
29 30 11
30 2 22
26 15 5
7 25 5
30 16 5
2 29 22
17 2 22
31 15 5
30 23 6
9 13 22
28 29 22
4 21 5
20 13 20
9 3 6
27 20 22
23 13 6
12 27 5
17 5 5
13 10 6
6 4 5
29 32 5
11 21 11
30 18 22
13 8 5
6 15 5
18 27 17
30 27 22
19 30 22
19 9 22
26 7 5
6 26 5
26 19 5
2 5 5
2 30 22
10 18 6
31 28 22
9 17 22
5 22 5
31 11 22
32 5 5
10 16 5
5 32 5
15 8 8
27 12 5
4 13 5
11 4 5
17 13 22
8 3 5
17 27 17
11 27 22
13 19 22
2 28 22
14 16 5
10 20 6
3 26 5
42 99
42 9 24
40 27 24
2 42 33
13 36 24
23 27 19
15 2 33
41 26 33
13 12 33
23 5 24
39 29 39
10 24 24
27 4 33
18 13 24
13 42 33
40 4 24
7 41 31
14 36 24
39 23 24
12 26 33
2 41 33
9 34 24
3 41 24
38 30 33
33 23 24
2 3 24
21 4 24
26 5 33
5 28 24
26 9 24
12 1 33
41 19 3
22 9 41
21 31 36
32 29 24
19 17 6
30 28 24
6 33 33
34 10 24
35 19 24
24 26 24
3 14 24
19 13 24
28 38 24
30 3 24
8 18 24
2 17 24
15 30 33
12 11 24
5 34 33
19 32 19
34 33 33
21 13 24
12 25 24
14 20 24
12 1 33
19 1 24
34 39 24
19 7 19
7 29 24
38 13 33
9 4 24
10 22 19
2 29 24
30 33 33
4 7 24
37 23 37
36 22 19
40 4 24
21 14 24
25 8 24
16 25 24
11 18 11
16 31 24
4 9 24
3 29 24
12 14 33
39 15 24
28 24 24
13 33 33
37 11 19
36 1 24
37 18 19
30 27 33
30 3 24
28 42 24
35 42 33
30 32 24
15 38 26
30 36 24
21 38 24
40 34 24
17 23 37
4 6 33
30 36 24
3 25 19
9 40 9
12 2 33
11 7 19
30 15 33
60 120
14 1 13
50 14 23
1 34 57
31 21 57
34 52 57
51 42 22
60 21 22
21 45 13
52 20 13
34 46 57
3 33 13
41 58 13
26 39 13
16 32 13
36 48 13
19 9 22
47 44 22
57 8 13
40 23 13
16 30 22
38 49 13
28 22 22
51 16 22
40 41 22
24 42 57
9 59 13
19 42 57
44 8 13
29 59 13
21 48 22
55 16 22
51 19 22
34 5 13
41 36 13
33 60 13
21 33 13
39 20 13
32 33 23
3 41 6
42 21 42
18 45 13
17 55 13
9 48 9
14 22 13
33 56 13
1 47 6
48 33 13
32 9 13
50 22 13
17 53 13
54 44 22
16 41 22
52 44 22
60 52 22
56 50 13
33 21 13
47 7 22
37 9 9
39 24 22
3 56 22
28 43 28
53 27 13
23 2 23
23 39 13
15 13 13
59 16 13
40 44 16
9 18 22
10 27 13
46 51 22
40 59 13
10 27 13
3 7 22
11 50 13
14 40 13
14 21 13
13 15 13
15 25 13
44 46 22
34 5 13
42 27 13
38 47 22
20 55 13
14 15 59
2 59 23
52 35 22
54 43 6
32 13 13
30 49 13
35 52 22
55 2 13
49 26 36
44 4 13
25 22 22
55 36 13
46 3 6
52 26 13
42 11 22
55 12 22
4 1 13
32 30 13
3 46 6
59 56 13
42 59 13
51 29 22
15 1 13
52 33 13
46 7 22
10 8 13
24 44 22
53 13 13
35 22 22
45 43 13
18 3 6
33 23 23
3 58 13
46 7 22
58 42 13
54 31 6
1 34 57
60 120
52 41 58
51 10 59
40 34 59
5 18 59
39 2 59
45 33 13
43 2 59
7 21 59
60 36 17
55 22 59
15 47 59
13 41 59
28 23 59
12 17 59
46 47 59
28 59 59
49 6 59
35 31 39
11 57 59
54 6 59
19 4 59
5 31 59
26 30 59
10 60 17
50 35 59
14 33 59
42 33 59
40 17 59
11 14 58
31 29 39
33 6 59
4 30 59
18 15 33
31 55 59
53 46 30
38 6 59
36 57 59
29 18 59
39 12 39
31 23 59
17 25 59
43 26 59
5 17 59
29 10 59
27 32 59
21 60 59
18 17 17
21 55 45
26 22 59
28 5 59
43 59 59
58 55 59
48 43 39
54 43 59
50 7 58
60 39 10
51 34 13
36 3 59
54 52 58
27 40 58
13 48 13
55 13 59
11 27 11
32 31 13
26 59 59
12 42 59
13 49 59
4 32 59
29 58 59
50 25 58
36 32 59
8 55 59
33 17 59
5 34 59
35 20 59
44 13 59
8 43 54
58 54 58
27 16 59
41 11 11
14 23 5
57 27 59
55 49 59
17 47 17
8 24 59
16 41 59
11 24 59
18 38 59
10 2 59
20 1 1
6 46 59
59 36 59
39 6 59
56 31 59
21 23 59
12 38 4
60 15 59
45 59 59
8 27 58
43 38 59
42 48 59
17 55 17
36 12 59
26 16 4
42 19 59
35 46 59
53 37 59
17 52 59
22 7 58
27 45 59
23 34 59
43 30 59
54 10 59
2 14 58
27 24 59
50 23 58
41 7 58
24 27 59
2 10 59
31 43 39
56 101
16 17 24
27 41 24
30 53 24
47 48 45
11 48 45
15 12 24
10 41 24
7 2 2
30 6 24
6 55 45
15 40 24
44 26 24
53 3 24
26 11 24
12 28 24
30 14 24
56 53 53
20 56 24
25 46 2
53 46 33
24 43 24
51 50 24
31 34 24
19 47 24
5 11 45
9 18 18
7 48 45
39 49 45
39 20 24
37 54 24
29 17 24
18 13 18
8 32 50
56 52 24
47 51 24
46 47 47
11 7 33
20 18 24
4 49 4
37 21 24
13 5 32
30 9 24
45 16 45
5 34 45
44 11 24
26 45 24
41 56 24
56 1 45
18 20 24
20 39 24
12 29 45
53 52 24
6 52 24
26 36 26
28 2 24
52 12 24
31 12 24
8 56 45
34 1 45
39 14 24
17 11 24
18 42 45
12 32 32
13 54 45
3 34 24
53 26 24
50 13 50
42 30 24
10 37 24
13 12 12
14 27 24
11 24 24
27 22 50
55 33 45
30 20 24
19 39 24
41 24 24
23 52 24
31 35 24
48 29 45
43 53 33
18 16 50
4 42 45
30 37 24
4 55 50
20 31 24
51 11 24
33 2 33
56 25 33
2 44 24
8 26 24
23 5 32
44 29 24
9 17 24
47 9 45
19 50 24
5 7 45
19 32 24
37 34 24
10 3 24
24 8 24
51 79
42 45 32
17 47 32
45 40 36
20 47 47
19 35 44
7 48 47
28 39 32
22 7 47
5 13 13
44 4 32
21 33 23
41 9 32
27 6 47
6 34 32
36 8 36
1 42 32
40 35 32
33 3 32
29 4 32
18 30 23
11 18 47
8 25 23
37 40 4
29 39 32
36 43 46
31 32 32
32 35 32
27 30 11
12 26 47
27 45 47
4 43 32
29 4 32
43 15 32
30 44 32
12 26 47
43 35 11
46 16 41
13 17 32
11 29 32
37 27 47
46 51 23
42 44 43
20 39 48
39 8 47
7 15 47
32 8 32
35 41 32
42 45 32
25 26 23
37 14 18
3 20 20
26 20 20
30 51 30
25 50 23
24 38 32
8 45 4
28 35 43
24 23 23
37 19 32
46 48 47
5 46 32
35 13 32
24 17 32
37 47 47
21 35 32
39 15 25
5 26 32
30 34 32
25 13 32
51 3 43
47 36 47
6 41 47
9 42 32
14 34 32
30 5 32
17 36 32
29 14 34
20 30 25
12 7 47
9 114
1 6 6
7 1 1
4 7 1
6 3 6
5 2 6
3 4 1
6 8 6
2 1 6
1 2 6
7 1 1
6 1 6
8 1 1
8 5 8
4 9 6
5 8 8
5 6 6
6 4 6
7 3 7
3 9 6
9 2 6
3 9 6
9 7 6
8 5 8
3 1 1
1 5 1
2 6 6
6 4 6
6 9 6
3 5 7
1 8 1
5 3 7
3 4 1
8 1 1
6 4 6
2 7 6
5 2 6
8 3 8
7 6 6
6 1 6
8 3 8
1 7 1
9 8 6
2 9 6
6 4 6
9 5 6
6 9 6
1 6 6
6 9 6
5 4 1
6 8 6
9 7 6
5 4 1
2 4 6
7 1 1
8 5 8
7 6 6
2 1 6
8 4 1
8 7 8
8 2 6
8 1 1
3 2 6
8 1 1
4 8 1
1 9 6
5 6 6
4 3 1
4 7 1
4 2 6
9 2 6
9 4 6
1 6 6
6 7 6
7 4 1
9 3 6
4 6 6
8 6 6
6 9 6
4 8 1
1 8 1
5 6 6
9 4 6
7 2 6
1 5 1
6 1 6
4 9 6
4 8 1
8 7 8
9 5 6
1 9 6
7 1 1
8 4 1
7 3 7
4 9 6
7 1 1
3 7 7
9 6 6
3 8 8
6 4 6
7 3 7
2 6 6
3 8 8
5 9 6
7 4 1
2 9 4
2 8 6
5 3 7
2 7 6
3 4 1
4 5 1
2 5 6
6 4 6
2 1 6
5 3 7
38 60
4 8 20
9 27 20
11 14 14
1 13 20
5 29 26
1 5 20
34 21 19
22 15 20
12 17 19
2 3 2
21 10 20
4 32 20
11 19 19
33 18 18
5 23 19
22 25 20
8 4 20
37 11 8
4 27 20
21 7 19
20 12 20
4 21 20
12 23 19
36 29 19
7 13 6
12 16 19
4 3 20
28 24 19
30 3 20
24 29 19
12 17 19
27 13 6
28 23 19
36 23 19
5 14 19
15 37 19
32 21 19
2 15 20
15 33 19
8 3 20
14 9 20
32 20 20
5 22 20
29 25 19
17 20 20
10 21 20
33 10 20
31 22 2
14 37 14
18 7 18
32 9 20
28 7 19
36 37 19
10 37 20
27 7 18
2 22 2
27 10 20
14 21 19
3 20 20
23 11 6
17 85
13 17 14
7 8 14
6 5 5
17 2 1
5 6 5
15 3 14
12 8 14
14 10 14
16 10 16
7 13 14
15 16 14
7 3 14
5 9 14
9 4 9
12 16 14
12 2 14
15 13 14
4 13 14
1 12 14
4 6 14
6 17 14
17 4 9
11 2 14
7 10 1
11 8 14
15 10 14
13 3 14
3 12 14
13 15 14
2 4 1
11 3 11
14 5 14
4 16 1
1 7 1
2 14 14
9 13 14
17 14 14
5 17 14
15 16 14
9 11 14
13 6 14
3 7 14
11 10 14
1 8 14
1 14 14
16 7 1
12 1 14
16 4 1
17 16 1
6 17 14
9 5 14
1 17 1
12 3 14
17 5 14
1 9 1
16 10 16
13 12 14
8 17 14
17 14 14
7 8 14
1 4 1
12 8 14
12 10 14
11 6 14
10 12 14
9 11 14
16 17 1
7 6 14
16 2 16
10 8 14
7 17 9
11 2 14
2 13 14
5 15 14
12 2 14
6 12 14
6 5 5
11 12 14
11 13 14
15 17 14
6 9 14
9 15 14
16 9 1
6 3 14
13 16 14
50 34
9 22 22
17 3 16
